Unnamed: 0,dataset,model,embeddings_dir,output_dir,training_batch_size,eval_batch_size,n_epochs,lr,hidden_dim,num_layers,test,device,id,success
0,dair-ai/emotion,intfloat/multilingual-e5-small,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,7k269phq,0.608344327176781
0,dair-ai/emotion,izhx/udever-bloom-560m,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,muss2a1a,0.6317612137203166
0,dair-ai/emotion,sentence-transformers/LaBSE,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,eh7gj5q3,0.6213720316622692
0,rotten_tomatoes,izhx/udever-bloom-560m,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,axsze6vn,0.8065603923973023
0,tweet_eval;emotion,sentence-transformers/average_word_embeddings_komninos,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,19q4oxub,0.5910623946037099
0,dair-ai/emotion,sentence-transformers/allenai-specter,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,m0e7d9f4,0.49934036939313986
0,rotten_tomatoes,intfloat/e5-large-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,xodjp8lm,0.8626609442060086
0,paws-x;en,sentence-transformers/all-mpnet-base-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,o0io6dzo,0.5699208443271768
0,dair-ai/emotion,sentence-transformers/msmarco-bert-co-condensor,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,9imsuhp0,0.6609498680738787
0,dair-ai/emotion,avsolatorio/GIST-Embedding-v0,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,r949sp54,0.712401055408971
0,sst2,sentence-transformers/gtr-t5-large,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,ws1qe87f,0.8921641791044777
0,dair-ai/emotion,sentence-transformers/sentence-t5-xl,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,3v0f6v8f,0.6876649076517151
0,tweet_eval;emoji,sentence-transformers/all-mpnet-base-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,39ugulum,0.3182421667551779
0,tweet_eval;emotion,intfloat/e5-small,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,092u3nkf,0.6677908937605397
0,dair-ai/emotion,sentence-transformers/average_word_embeddings_komninos,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,mlhjirss,0.6655672823218998
0,sst2,thenlper/gte-large,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,oqynr8zw,0.908955223880597
0,tweet_eval;emotion,WhereIsAI/UAE-Large-V1,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,vvkm1g9r,0.6981450252951096
0,sst2,SmartComponents/bge-micro-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,6vvh3h4b,0.8007462686567164
0,rotten_tomatoes,sentence-transformers/LaBSE,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,d480jxro,0.7602697731453096
0,dair-ai/emotion,intfloat/e5-small,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,bn7qqxkw,0.6523746701846965
0,paws-x;en,intfloat/e5-large-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,rhazedo6,0.6109828496042217
0,dair-ai/emotion,sentence-transformers/gtr-t5-xl,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,mdzfxqlg,0.7076187335092349
0,tweet_eval;emotion,sentence-transformers/msmarco-bert-co-condensor,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,kgpylu3s,0.6736930860033726
0,dair-ai/emotion,TaylorAI/gte-tiny,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,8fpn2fyp,0.6733179419525066
0,tweet_eval;emoji,sentence-transformers/all-MiniLM-L6-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,k3mfs8oq,0.30781996813595325
0,tweet_eval;sentiment,infgrad/stella-base-en-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,fmpygc6o,0.6927770448548812
0,tweet_eval;sentiment,jamesgpt1/sf_model_e5,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,4m6nvsvh,0.6820580474934037
0,tweet_eval;emoji,llmrails/ember-v1,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,sba2o9mg,0.3228890069038768
0,tweet_eval;emotion,avsolatorio/GIST-Embedding-v0,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,8sgw7ei9,0.709106239460371
0,dair-ai/emotion,sentence-transformers/sentence-t5-large,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,nnfu9jzq,0.6843667546174143
0,tweet_eval;emotion,izhx/udever-bloom-560m,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,aq3ggbq8,0.596964586846543
0,sst2,sentence-transformers/all-distilroberta-v1,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,twe9akzw,0.8473880597014926
0,paws-x;en,sentence-transformers/gtr-t5-large,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,18tc55gq,0.587236147757256
0,dair-ai/emotion,BAAI/bge-base-en-v1.5,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,38vshg0t,0.7105870712401056
0,tweet_eval;sentiment,sentence-transformers/allenai-specter,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,akbm8ma5,0.5628298153034301
0,paws-x;en,izhx/udever-bloom-560m,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,t920553n,0.5687664907651715
0,rotten_tomatoes,sentence-transformers/allenai-specter,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,j4hwlq5v,0.687614960147149
0,rotten_tomatoes,sentence-transformers/sentence-t5-large,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,76mc4peg,0.8779889638258737
0,dair-ai/emotion,WhereIsAI/UAE-Large-V1,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,b1bifatm,0.7049802110817942
0,tweet_eval;emotion,sentence-transformers/average_word_embeddings_glove.6B.300d,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,ybd1sclz,0.6146711635750421
0,rotten_tomatoes,sentence-transformers/gtr-t5-large,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,fw9y3eb1,0.8605150214592274
0,tweet_eval;sentiment,sentence-transformers/gtr-t5-base,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,sfw2pllh,0.6571569920844327
0,dair-ai/emotion,sentence-transformers/all-MiniLM-L6-v2,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,mhobw7rb,0.6706794195250659
0,dair-ai/emotion,BAAI/bge-base-en-v1.5,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,y9h8t4sk,0.6968997361477572
0,paws-x;en,intfloat/e5-small,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,x91wrlzx,0.570580474934037
0,sst2,jamesgpt1/sf_model_e5,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,00916rmq,0.9041044776119403
0,tweet_eval;sentiment,TaylorAI/gte-tiny,../classification_embeddings/,../tasks_perfs/output_2,32,512,2,0.001,256,2,False,cuda,y00jut7h,0.6716688654353562
